id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
ScFcFtIxjMcYW3fB8e6dpg,heim-barbecue-dallas,Heim Barbecue,https://s3-media3.fl.yelpcdn.com/bphoto/kicCZ1aGudqTAS0mrOifnw/o.jpg,False,https://www.yelp.com/biz/heim-barbecue-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,324,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 32.83294, 'longitude': -96.83799}",[],$$,"{'address1': '3130 W Mockingbird Ln', 'address2': '', 'address3': None, 'city': 'Dallas', 'zip_code': '75235', 'country': 'US', 'state': 'TX', 'display_address': ['3130 W Mockingbird Ln', 'Dallas, TX 75235']}",+14693974346,(469) 397-4346,3544.359360284982
DsfvQXpfgER7aSqcRls9Cg,rathbuns-curbside-bbq-dallas,Rathbun's Curbside BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/mjYinYAxt9h5JEYVWNZWfA/o.jpg,False,https://www.yelp.com/biz/rathbuns-curbside-bbq-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,12,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 32.827258, 'longitude': -96.787}",[],,"{'address1': '4825 Cole Ave', 'address2': '', 'address3': None, 'city': 'Dallas', 'zip_code': '75205', 'country': 'US', 'state': 'TX', 'display_address': ['4825 Cole Ave', 'Dallas, TX 75205']}",+12142078087,(214) 207-8087,1799.8870810913938
NGesuwC_gxv2d2xTtjWQHA,maple-landing-dallas,Maple Landing,https://s3-media2.fl.yelpcdn.com/bphoto/8cac5Sgs0K6y3bWFpn8vQA/o.jpg,False,https://www.yelp.com/biz/maple-landing-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,480,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 32.82236, 'longitude': -96.83822}","['pickup', 'delivery']",$$,"{'address1': '5855 Maple Ave', 'address2': 'Ste 190', 'address3': '', 'city': 'Dallas', 'zip_code': '75235', 'country': 'US', 'state': 'TX', 'display_address': ['5855 Maple Ave', 'Ste 190', 'Dallas, TX 75235']}",+12146126473,(214) 612-6473,3985.521966469965
psvsJge7oS__lzj-GaqxQg,the-original-roy-hutchins-barbeque-trophy-club,The Original Roy Hutchins Barbeque,https://s3-media1.fl.yelpcdn.com/bphoto/gFyJ3bVVHcwAp-vSBQCaOA/o.jpg,False,https://www.yelp.com/biz/the-original-roy-hutchins-barbeque-trophy-club?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,124,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 32.986409491366445, 'longitude': -97.17071291542852}","['pickup', 'delivery']",,"{'address1': '3000 TX-114', 'address2': None, 'address3': '', 'city': 'Trophy Club', 'zip_code': '76262', 'country': 'US', 'state': 'TX', 'display_address': ['3000 TX-114', 'Trophy Club, TX 76262']}",+16822374100,(682) 237-4100,38243.53226635823
gdekEJvOx-8MeZqJihB3Lg,one90-smoked-meats-dallas,ONE90 Smoked Meats,https://s3-media2.fl.yelpcdn.com/bphoto/J57dLTVvg5ONnn8nTDw-3A/o.jpg,False,https://www.yelp.com/biz/one90-smoked-meats-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,311,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'meats', 'title': 'Meat Shops'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 32.864241, 'longitude': -96.7088313}","['pickup', 'delivery']",$$,"{'address1': '10240 E NorthWest Hwy', 'address2': '', 'address3': '', 'city': 'Dallas', 'zip_code': '75238', 'country': 'US', 'state': 'TX', 'display_address': ['10240 E NorthWest Hwy', 'Dallas, TX 75238']}",+12143463287,(214) 346-3287,9013.010041695505
yc6nzxtP57QZ5VyPPcg9Hg,the-slow-bone-dallas-2,The Slow Bone,https://s3-media1.fl.yelpcdn.com/bphoto/5kmrWgG_o523Kch2u-EgIw/o.jpg,False,https://www.yelp.com/biz/the-slow-bone-dallas-2?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,797,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 32.796342, 'longitude': -96.83414}",['delivery'],$$,"{'address1': '2234 Irving Blvd', 'address2': '', 'address3': '', 'city': 'Dallas', 'zip_code': '75207', 'country': 'US', 'state': 'TX', 'display_address': ['2234 Irving Blvd', 'Dallas, TX 75207']}",+12143777727,(214) 377-7727,5692.593353542845
hc2CsCSiknid9goqcs8DyQ,sonny-bryans-smokehouse-dallas-dallas-2,Sonny Bryan's Smokehouse,https://s3-media1.fl.yelpcdn.com/bphoto/3pRoqIc0ZMCKP8ausn9m2A/o.jpg,False,https://www.yelp.com/biz/sonny-bryans-smokehouse-dallas-dallas-2?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,527,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]",3.5,"{'latitude': 32.817229, 'longitude': -96.84072375147652}","['pickup', 'delivery']",$$,"{'address1': '2202 Inwood Rd', 'address2': '', 'address3': '', 'city': 'Dallas', 'zip_code': '75235', 'country': 'US', 'state': 'TX', 'display_address': ['2202 Inwood Rd', 'Dallas, TX 75235']}",+12143577120,(214) 357-7120,4470.262268398694
WKqMvTM6Kt3MbQQFxWt5ZQ,off-the-bone-barbeque-dallas,Off the Bone Barbeque,https://s3-media3.fl.yelpcdn.com/bphoto/w9wPF2v4sdDv9__3DtI0jQ/o.jpg,False,https://www.yelp.com/biz/off-the-bone-barbeque-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,705,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.0,"{'latitude': 32.765863508517924, 'longitude': -96.79221997294007}",['pickup'],$$,"{'address1': '1734 South Lamar Street', 'address2': '', 'address3': '', 'city': 'Dallas', 'zip_code': '75215', 'country': 'US', 'state': 'TX', 'display_address': ['1734 South Lamar Street', 'Dallas, TX 75215']}",+12145659551,(214) 565-9551,8174.278909647617
PlAPDXjm0ZUP_W2LZ-0pPQ,hurtado-barbecue-arlington,Hurtado Barbecue,https://s3-media3.fl.yelpcdn.com/bphoto/baKKfHRcAlTRrmFtyj3-og/o.jpg,False,https://www.yelp.com/biz/hurtado-barbecue-arlington?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,723,"[{'alias': 'bbq', 'title': 'Barbeque'}]",4.5,"{'latitude': 32.73793, 'longitude': -97.1050271}",['delivery'],$$,"{'address1': '205 E Front St', 'address2': None, 'address3': None, 'city': 'Arlington', 'zip_code': '76010', 'country': 'US', 'state': 'TX', 'display_address': ['205 E Front St', 'Arlington, TX 76010']}",+16823235141,(682) 323-5141,30603.47020924073
BUeTf66KUP2sCGchvabpCg,strouderosa-bbq-dallas,Strouderosa BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/D5nApvfNBzm2xNmL-EQM3w/o.jpg,False,https://www.yelp.com/biz/strouderosa-bbq-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,20,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'gourmet', 'title': 'Specialty Food'}]",4.5,"{'latitude': 32.897291330485444, 'longitude': -96.7190881446004}",[],,"{'address1': '9090 Skillman St', 'address2': 'Ste 174 A', 'address3': None, 'city': 'Dallas', 'zip_code': '75243', 'country': 'US', 'state': 'TX', 'display_address': ['9090 Skillman St', 'Ste 174 A', 'Dallas, TX 75243']}",+14699543333,(469) 954-3333,9990.739971363662
Bm4yf1STVtVMPR2Ai1wi6w,not-just-q-dallas-4,Not Just Q,https://s3-media4.fl.yelpcdn.com/bphoto/2MPpEpyMceFexrm-a05vLw/o.jpg,False,https://www.yelp.com/biz/not-just-q-dallas-4?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,107,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'bbq', 'title': 'Barbeque'}]",5.0,"{'latitude': 32.81357849778563, 'longitude': -96.87749226179233}","['pickup', 'delivery']",$$,"{'address1': '', 'address2': None, 'address3': '', 'city': 'Dallas', 'zip_code': '75247', 'country': 'US', 'state': 'TX', 'display_address': ['Dallas, TX 75247']}",+12145198090,(214) 519-8090,7728.044956511061
KNWAh1yDQlW5tsZkXWCueQ,ferris-wheelers-backyard-and-bbq-dallas,Ferris Wheelers Backyard And Bbq,https://s3-media3.fl.yelpcdn.com/bphoto/3E5hSxL557oL6xZCy9XxGg/o.jpg,False,https://www.yelp.com/biz/ferris-wheelers-backyard-and-bbq-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,597,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 32.79751589, 'longitude': -96.82430937}","['delivery', 'pickup']",$$,"{'address1': '1950 Market Center Blvd', 'address2': '', 'address3': None, 'city': 'Dallas', 'zip_code': '75207', 'country': 'US', 'state': 'TX', 'display_address': ['1950 Market Center Blvd', 'Dallas, TX 75207']}",+12147414141,(214) 741-4141,5124.21525968787
DsM0qTtvShw3afHqkZZ9NQ,oakd-bbq-addison,OAK'D BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/dh71mBBmolZqci7clctYzQ/o.jpg,False,https://www.yelp.com/biz/oakd-bbq-addison?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,79,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 32.954656, 'longitude': -96.835057}",[],,"{'address1': '4525 Belt Line Rd', 'address2': '', 'address3': None, 'city': 'Addison', 'zip_code': '75001', 'country': 'US', 'state': 'TX', 'display_address': ['4525 Belt Line Rd', 'Addison, TX 75001']}",+12142428671,(214) 242-8671,13260.099821372458
61yKAAy2acwzMZfs00i18g,sullivan-texas-bbq-lewisville,Sullivan Texas BBQ,https://s3-media2.fl.yelpcdn.com/bphoto/jn55gfbjf2awf2qvUdeRBw/o.jpg,False,https://www.yelp.com/biz/sullivan-texas-bbq-lewisville?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,230,"[{'alias': 'bbq', 'title': 'Barbeque'}]",5.0,"{'latitude': 33.0441259, 'longitude': -96.9945394}",['delivery'],$$,"{'address1': '301 S Mill St', 'address2': '', 'address3': None, 'city': 'Lewisville', 'zip_code': '75057', 'country': 'US', 'state': 'TX', 'display_address': ['301 S Mill St', 'Lewisville, TX 75057']}",+14694515599,(469) 451-5599,29116.558462809266
r2LKwtHLP4zwo60XKapzsQ,douglas-bar-and-grill-no-title,Douglas Bar and Grill,https://s3-media4.fl.yelpcdn.com/bphoto/rokic8vjnUrdkbMq3ubo4w/o.jpg,False,https://www.yelp.com/biz/douglas-bar-and-grill-no-title?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,36,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American'}]",4.0,"{'latitude': 32.8488236275443, 'longitude': -96.787534}",[],,"{'address1': '6818 Snider Plz', 'address2': None, 'address3': '', 'city': 'Dallas', 'zip_code': '75205', 'country': 'US', 'state': 'TX', 'display_address': ['6818 Snider Plz', 'Dallas, TX 75205']}",+12142055888,(214) 205-5888,1630.426691738645
4Tu-XIRPX8tv15c7gq7hSw,fire-for-the-lord-bbq-dallas,Fire For The Lord Bbq,https://s3-media3.fl.yelpcdn.com/bphoto/5gYc3CEx7pXcnyLNbsWfgQ/o.jpg,False,https://www.yelp.com/biz/fire-for-the-lord-bbq-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,35,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'catering', 'title': 'Caterers'}]",5.0,"{'latitude': 32.84027, 'longitude': -96.65757}",[],,"{'address1': 'Plummer Dr', 'address2': None, 'address3': '', 'city': 'Dallas', 'zip_code': '75228', 'country': 'US', 'state': 'TX', 'display_address': ['Plummer Dr', 'Dallas, TX 75228']}",+12147576953,(214) 757-6953,13340.559297988075
CREIs-59rrp8OhG9VppCqA,ellens-dallas-4,Ellen's,https://s3-media3.fl.yelpcdn.com/bphoto/3xh0YLJvSgZDW8qR7zgKkw/o.jpg,False,https://www.yelp.com/biz/ellens-dallas-4?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,3471,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'tradamerican', 'title': 'American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 32.7818955295251, 'longitude': -96.8076125410698}","['restaurant_reservation', 'pickup', 'delivery']",$$,"{'address1': '1790 N Record St', 'address2': None, 'address3': '', 'city': 'Dallas', 'zip_code': '75202', 'country': 'US', 'state': 'TX', 'display_address': ['1790 N Record St', 'Dallas, TX 75202']}",+14692063339,(469) 206-3339,6388.8661678353365
4AteHShsBVVrJaU8Vswnvg,big-als-smokehouse-bbq-dallas,Big Al's Smokehouse BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/Ldeqbq6YLbpjSMGrSq5HFw/o.jpg,False,https://www.yelp.com/biz/big-als-smokehouse-bbq-dallas?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,280,"[{'alias': 'bbq', 'title': 'Barbeque'}]",3.5,"{'latitude': 32.82767, 'longitude': -96.8298}","['pickup', 'delivery']",$$,"{'address1': '3317 Inwood Rd', 'address2': '', 'address3': '', 'city': 'Dallas', 'zip_code': '75235', 'country': 'US', 'state': 'TX', 'display_address': ['3317 Inwood Rd', 'Dallas, TX 75235']}",+12143502649,(214) 350-2649,3016.5728235569236
_BndmyY9AyN0WYfnoo5yAQ,burnt-bbq-and-tacos-plano,Burnt Bbq & Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/F8mQE6dHn_Bi18CGATSrWQ/o.jpg,False,https://www.yelp.com/biz/burnt-bbq-and-tacos-plano?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,193,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 33.04026369692538, 'longitude': -96.73516362331904}","['delivery', 'pickup']",$$,"{'address1': '2929 Custer Rd', 'address2': 'Ste 302-D', 'address3': '', 'city': 'Plano', 'zip_code': '75075', 'country': 'US', 'state': 'TX', 'display_address': ['2929 Custer Rd', 'Ste 302-D', 'Plano, TX 75075']}",+14697860078,(469) 786-0078,23191.42375861167
QzPw4alzCM5jhs5zYEusFw,vaqueros-texas-bar-b-q-grapevine-2,Vaqueros Texas Bar-B-Q,https://s3-media3.fl.yelpcdn.com/bphoto/aj_JDp5Ww_5hTFgtE2t0VQ/o.jpg,False,https://www.yelp.com/biz/vaqueros-texas-bar-b-q-grapevine-2?adjust_creative=VMnx30MF4aImYGj4P1VlKQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=VMnx30MF4aImYGj4P1VlKQ,129,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.5,"{'latitude': 32.93237522484653, 'longitude': -97.07474531685614}",[],$$,"{'address1': '906 Jean St', 'address2': None, 'address3': '', 'city': 'Grapevine ', 'zip_code': '76051', 'country': 'US', 'state': 'TX', 'display_address': ['906 Jean St', 'Grapevine , TX 76051']}",+12145324244,(214) 532-4244,27627.8291541205
